"MS1.MS2" "AT" "BE" "BG" "CH" "CY" "CZ" "DE" "DK" "EE" "EL" "ES" "FI" "FR" "HR" "HU" "IE" "IS" "IT" "LI" "LT" "LU" "LV" "ME" "MK" "MT" "NL" "NO" "PL" "PT" "RO" "SE" "SI" "SK" "TR" "UK"
"CH-MK" 0 0 0 138690.78708205 0 0 0 0 0 0 0 0 0 462116.106668817 0 0 0 320576.904639263 0 0 0 0 93815.7676220917 91890.9273958303 0 0 0 0 0 0 0 0 0 0 0
"CH-MT" 0 0 0 98123.1605953938 0 0 0 0 0 0 0 0 0 0 0 0 0 3860.46419015921 0 0 0 0 0 0 8124.31037778298 0 0 0 0 0 0 0 0 0 0
"CH-NL" 0 0 0 76875.4570644673 0 0 312471.653464619 0 0 0 0 0 107860.450784592 0 0 0 0 0 0 0 0 0 0 0 0 116239.214434453 0 0 0 0 0 0 0 0 0
"CH-NO" 0 0 0 75584.0544668838 0 0 815903.713414889 192060.601124828 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2373.8677217941 0 0 0 0 0 0 0 0
"CH-PL" 0 0 0 119383.277703748 0 282847.601091799 322406.722449163 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 241587.566815665 0 0 0 0 0 0 0
"CH-PT" 0 0 0 126826.038558042 0 0 0 0 0 0 495245.757288408 0 755717.693774494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 108620.849574001 0 0 0 0 0 0
"CH-RO" 396681.873178684 0 0 122446.748836821 0 0 0 0 0 0 0 0 0 0 394102.911277953 0 0 75962.6825942448 0 0 0 0 0 0 0 0 0 0 0 289203.386514429 0 3717.77314467921 0 0 0
"CH-SE" 0 0 0 81699.8163790224 0 0 809072.373873574 161872.468283056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 412764.666591929 0 0 0 0
"CH-SI" 0 0 0 162020.815959622 0 0 0 0 0 0 0 0 0 0 0 0 0 237144.508302903 0 0 0 0 0 0 0 0 0 0 0 0 0 109216.371027546 0 0 0
"CH-SK" 548561.053567851 0 0 96533.9794222283 0 0 13823.8028378484 0 0 0 0 0 0 0 0 0 0 0 6565.30924495039 0 0 0 0 0 0 0 0 0 0 0 0 0 195164.819857556 0 0
"CH-TR" 0 0 474784.916265811 147363.348658079 0 0 0 0 0 0 0 0 0 208188.048238607 0 0 0 264291.001716694 0 0 0 0 0 0 0 0 0 0 0 0 0 152507.108983023 0 341267.815881594 0
"CH-UK" 0 0 0 89569.8795722745 0 0 0 0 0 0 0 0 564024.549052599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28152.5132671143
"CY-AT" 183120.780495254 0 262346.860047421 0 38659.0496381934 0 0 0 0 77548.4611381034 0 0 0 261017.246522184 12917.7899954849 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36287.6132500917 0 542160.557835335 0
"CY-BE" 197982.015442318 140517.530172346 11581.2897210408 0 37852.7230278062 0 581355.843284682 0 0 92115.7488230739 0 0 0 229563.010691572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65361.5108627127 0 537502.707482386 0
"CY-BG" 0 0 3661.43213824246 0 43377.2071737322 0 0 0 0 41952.2886342997 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 672144.609739702 0
"CY-CH" 0 0 0 152680.398636683 34620.7648254318 0 0 0 0 11794.8703048186 0 0 0 329173.865524656 0 0 0 216136.571209953 0 0 0 0 130636.068725892 179372.193182156 0 0 0 0 0 0 0 0 0 407557.252933966 0
"CY-CY" 0 0 0 0 62125.6029725854 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CY-CZ" 0 0 272873.508654076 0 45785.1958627754 154464.731978453 0 0 0 0 0 0 0 0 233211.347891521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 391768.008090856 0 0 166240.059825141 734965.745352426 0
"CY-DE" 247772.929268229 0 371287.234829846 0 40598.9115506608 0 355894.071822545 0 0 60813.0670572503 0 0 0 2455.48752098961 236662.834790609 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 624114.478795575 0
"CY-DK" 0 0 249895.068417841 0 42169.4464469348 0 143888.957072929 10665.5249722845 0 0 0 0 0 0 141730.62618236 0 0 0 0 0 0 0 0 0 0 0 0 614869.391717331 0 510346.074030725 0 0 95666.0741805107 755562.041997168 0
"CY-EE" 0 0 0 0 33803.4199113932 0 0 0 125458.768949122 0 0 0 0 0 0 0 0 0 0 0 0 201799.400991585 0 0 0 0 0 0 0 0 0 0 0 596988.441334509 0
"CY-EL" 0 0 0 0 32917.9185006515 0 0 0 0 2158.80296368115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 101084.367849671 0
"CY-ES" 0 0 0 0 33571.9308343459 0 0 0 0 6174.64435991317 287327.190701314 0 0 0 0 0 0 1395644.99224122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1813.22372298557 0
"CY-FI" 0 0 0 0 33615.3476681163 0 0 0 226466.823394368 0 0 286177.908361213 0 0 0 0 0 0 0 0 0 176165.20779213 0 0 0 0 0 0 0 0 0 0 0 604706.780492036 0
"CY-FR" 0 0 0 0 33760.0084790047 0 0 0 0 254.179361104208 0 0 316911.205887725 3368.34700168738 0 0 0 465982.3844969 0 0 0 0 2171.53525482567 106868.143274051 0 0 0 0 0 0 0 0 0 362938.508100955 0
"CY-HR" 0 0 99048.0095131391 0 36106.4239764449 0 0 0 0 185680.227861886 0 0 0 14777.2337499879 0 0 0 0 0 0 0 0 0 9654.14407182955 0 0 0 0 0 0 0 0 0 598697.411306643 0
"CY-HU" 0 0 296635.508464587 0 44905.6914318717 0 0 0 0 27054.0651469386 0 0 0 0 166823.661037085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 368075.273478597 0 0 0 698814.498955256 0
"CY-IE" 245681.538556601 71512.6063766622 162028.23564286 0 36923.0356691408 0 463372.181014308 0 0 99259.4747321428 0 0 276336.670878513 172541.301645214 0 139126.069753321 0 0 0 0 52575.8563688251 0 0 0 0 0 0 0 0 0 0 94466.8987879994 0 530699.630994706 397083.558534666
"CY-IS" 0 0 247925.760081317 0 42395.5517018365 0 172704.769888838 26613.5139071509 0 0 0 0 0 0 151877.862268631 0 188910.974908815 0 0 0 0 0 0 0 0 0 0 591392.660725481 0 509276.527647217 0 0 93771.4182474871 754659.46387538 4441.75922688944
"CY-IT" 0 0 0 0 33276.8157277494 0 0 0 0 1346.28887046864 0 0 0 0 0 0 0 160640.657544539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 390861.502434692 0
"CY-LI" 51721.3372986122 0 24691.2697409669 19240.9397272158 35028.1249366933 0 0 0 0 103667.770904695 0 0 0 141774.758428413 0 0 0 296647.664036933 6152.86746741762 0 0 0 121156.672902585 155755.770104595 0 0 0 0 0 0 0 29774.0820935818 0 436051.549936898 0
"CY-LT" 0 0 0 0 34719.8819972511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 161761.641011755 0 0 0 0 0 0 0 0 0 67199.6838185886 0 0 0 578126.006016795 0
"CY-LU" 237344.37678524 0 164633.192670761 0 37024.2136258334 0 472642.018269774 0 0 98271.0826715668 0 0 0 179906.845191854 0 0 0 0 0 0 27185.9331824546 0 0 0 0 0 0 0 0 0 0 93546.4207895848 0 531665.655192839 0
"CY-LV" 0 0 0 0 34188.9129421403 0 0 0 0 0 0 0 0 0 0 0 0 0 0 141018.50986089 0 82587.3546605313 0 0 0 0 0 0 0 0 0 0 0 575290.415010554 0
"CY-ME" 0 0 0 0 34523.8489436634 0 0 0 0 10106.8075102754 0 0 0 0 0 0 0 0 0 0 0 0 14767.5797624994 188386.916197276 0 0 0 0 0 0 0 0 0 382665.257658879 0
"CY-MK" 0 0 0 0 34445.9851622818 0 0 0 0 38657.7286688885 0 0 0 0 0 0 0 0 0 0 0 0 0 92032.4929161373 0 0 0 0 0 0 0 0 0 383180.700347262 0
"CY-MT" 0 0 0 0 63249.2994909558 0 0 0 0 6238.24414836267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8665.70867550317 0 0 0 0 0 0 0 0 0 0
"CY-NL" 247051.423219887 0 369430.356241196 0 40543.5369192249 0 655921.179231562 0 0 61618.9956030498 0 0 0 7359.83329855544 234989.415235282 0 0 0 0 0 0 0 0 0 0 52918.9285024348 0 0 0 0 0 0 0 623626.134440739 0
"CY-NO" 0 0 69891.3642886184 0 36885.2398446586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 218981.874194058 560921.400807282 0 471006.435236892 457783.004304983 0 0 568072.278420615 0
"CY-PL" 0 0 176005.827274362 0 39058.7168173502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 399.894015485208 0 526456.979824228 0 0 47193.1455825521 576277.557493678 0
"CY-PT" 0 0 0 0 33578.4456950094 0 0 0 0 7100.01986987506 651328.683868158 0 0 0 0 0 0 1396409.76194334 0 0 0 0 0 0 0 0 0 0 94449.9785883599 0 0 0 0 1896.77836361181 0
"CY-RO" 0 0 177626.88964846 0 38914.4369991383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 267932.478023698 0 0 0 576130.753421925 0
"CY-SE" 0 0 23873.4094541504 0 36226.5284108014 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500059.724464319 0 514712.513266634 182521.044230491 0 0 610755.217481021 0
"CY-SI" 0 0 933.510325074071 0 36394.0409642843 0 0 0 0 180351.580225226 0 0 0 126425.946918364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61162.2818847121 0 595940.831001451 0
"CY-SK" 0 0 215062.810930348 0 44428.7952576313 0 0 0 0 0 0 0 0 0 180773.618631229 0 0 0 0 0 0 0 0 0 0 0 0 0 0 474603.3716376 0 0 74521.8276304379 743493.129277773 0
"CY-TR" 0 0 0 0 32973.2521506143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 395311.780154819 0
"CY-UK" 239684.370570386 183525.900051365 252237.25763868 0 38277.0624989475 0 562433.781390141 0 0 89448.240719256 0 0 0 271739.869393191 0 0 0 0 0 0 0 0 0 0 0 40122.5807342535 0 0 0 0 0 59358.4218458711 0 540331.292989368 243911.065307878
"CZ-AT" 118303.131422932 0 0 0 0 146340.878290945 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CZ-BE" 0 10043.7920132087 0 0 0 235859.641833169 451136.697999517 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 297.10071436546 0 0 0 0 0 0 0 0 0
"CZ-BG" 0 0 180112.068720828 0 0 156501.673723487 0 0 0 0 0 0 0 0 241912.952167134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 341549.386935837 0 0 156805.795726142 0 0
"CZ-CH" 20508.304159267 0 0 117826.042090717 0 177839.892623161 310552.307849325 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CZ-CY" 0 0 272873.508654076 0 45785.1958627754 154464.731978453 0 0 0 0 0 0 0 0 233211.347891521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 391768.008090856 0 0 166240.059825141 900708.234020779 0
"CZ-CZ" 0 0 0 0 0 157500.975858634 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CZ-DE" 0 0 0 0 0 235757.399235962 3465.1578255104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CZ-DK" 0 0 0 0 0 131491.607212832 417227.022510605 39622.8393977347 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CZ-EE" 0 0 0 0 0 112399.305590225 0 0 97274.417722906 0 0 0 0 0 0 0 0 0 0 143337.241902876 0 89424.6915449682 0 0 0 0 0 492613.780923042 0 0 0 0 0 0 0
"CZ-EL" 104959.65370809 0 0 0 0 129553.778907829 0 0 0 116958.704076343 0 0 0 40724.5194389659 254537.775491242 0 0 0 0 0 0 0 0 125069.297733529 0 0 0 0 0 0 0 0 0 0 0
"CZ-ES" 21974.184210209 0 0 257669.561322403 0 178657.212092254 306514.668946395 0 0 0 17007.1416284235 0 602888.999270314 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CZ-FI" 0 0 0 0 0 102216.281983189 0 0 0 0 0 6395.68754212086 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 489651.132617424 0 0 0 0 0 0 0
"CZ-FR" 0 0 0 0 0 189965.07072347 428381.546224271 0 0 0 0 0 387633.092433757 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CZ-HR" 224497.285191606 0 0 0 0 102892.461502654 0 0 0 0 0 0 0 123199.96331177 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51975.1244223958 0 0 0
"CZ-HU" 0 0 0 0 0 156391.422485742 0 0 0 0 0 0 0 0 80968.3280261978 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 151282.317525466 0 0
"CZ-IE" 0 0 0 0 0 199406.498784038 512389.485418867 0 0 0 0 0 0 0 0 140240.77935267 0 0 0 0 0 0 0 0 0 127712.368819617 0 0 0 0 0 0 0 0 399331.063308278
"CZ-IS" 0 0 0 0 0 154256.840697641 583079.015571117 0 0 0 0 0 0 0 0 0 887.0111313395 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5702.88962712268
"CZ-IT" 294765.272610809 0 0 0 0 92769.8834323954 0 0 0 0 0 0 0 0 0 0 0 14790.3119067317 0 0 0 0 0 0 0 0 0 0 0 0 0 22147.1373732933 0 0 0
"CZ-LI" 80733.0173022816 0 0 0 0 169605.906849829 277240.881599104 0 0 0 0 0 0 0 0 0 0 0 4079.36000019196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CZ-LT" 0 0 0 0 0 87069.1699782015 0 0 0 0 0 0 0 0 0 0 0 0 0 104885.265897146 0 0 0 0 0 0 0 592694.300551287 0 0 0 0 0 0 0
"CZ-LU" 0 0 0 0 0 220190.026816374 429907.222805051 0 0 0 0 0 0 0 0 0 0 0 0 0 31199.7013011676 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CZ-LV" 0 0 0 0 0 85463.5304785766 0 0 0 0 0 0 0 0 0 0 0 0 0 187552.810182665 0 82356.3683532871 0 0 0 0 0 646032.986477337 0 0 0 0 0 0 0
"CZ-ME" 126075.339189498 0 0 0 0 123368.40039994 0 0 0 0 0 0 0 87935.3175839922 220064.174538152 0 0 0 0 0 0 0 57738.4270508817 0 0 0 0 0 0 0 0 0 0 0 0
"CZ-MK" 104198.211239896 0 0 0 0 129432.527454571 0 0 0 0 0 0 0 39302.4423068117 255728.522387577 0 0 0 0 0 0 0 0 70942.7286654194 0 0 0 0 0 0 0 0 0 0 0
"CZ-MT" 257816.930792564 0 0 0 0 91973.6697196578 0 0 0 0 0 0 0 100275.852651913 0 0 0 152200.054016659 0 0 0 0 0 0 6771.6628437826 0 0 0 0 0 0 132634.622802413 0 0 0
"CZ-NL" 0 0 0 0 0 196736.068243068 475907.642877271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 80453.609840026 0 0 0 0 0 0 0 0 0
"CZ-NO" 0 0 0 0 0 142040.055274504 480456.080787289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4281.16407840199 20460.3399200528 0 0 431598.647163719 0 0 0 0
"CZ-PL" 0 0 0 0 0 86872.7664233856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 256700.198606482 0 0 0 0 0 0 0
"CZ-PT" 0 0 0 138358.312769324 0 185962.498240534 370247.899025395 0 0 0 436941.171360687 0 752228.135831271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4528.98337263928 0 0 0 0 0 0
"CZ-RO" 0 0 0 0 0 192335.153284749 0 0 0 0 0 0 0 0 167902.594359691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268226.764304106 0 0 182569.653007942 0 0
"CZ-SE" 0 0 0 0 0 112308.516959249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 375435.693268242 0 0 2063.05949153339 0 0 0 0
"CZ-SI" 265083.04601435 0 0 0 0 90589.4574939723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54906.5322508769 0 0 0
"CZ-SK" 0 0 0 0 0 199160.130368878 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 107815.433752127 0 0
"CZ-TR" 0 0 7366.69919118256 0 0 186871.58001632 0 0 0 0 0 0 0 0 206265.889308117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 568656.047551847 0 0 153431.049459214 303630.084894005 0
"CZ-UK" 0 0 0 0 0 198080.299949463 512995.013990345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 122659.866309899 0 0 0 0 0 0 0 0 248862.357080284
"DE-AT" 92647.5884054925 0 0 0 0 0 339931.330232765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DE-BE" 0 13209.6667128394 0 0 0 0 268037.575896296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3491.9979061669 0 0 0 0 0 0 0 0 0
"DE-BG" 243038.722291129 0 25014.8718832087 0 0 11238.3230665531 347105.161927141 0 0 0 0 0 0 0 257525.535903322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9981.88777253414 0 0 0 0 0
"DE-CH" 0 0 0 10952.3683073023 0 0 310664.295111823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DE-CY" 247772.929268229 0 371287.234829846 0 40598.9115506608 0 355894.071822545 0 0 60813.0670572503 0 0 0 2455.48752098961 236662.834790609 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 840753.561264332 0
"DE-CZ" 0 0 0 0 0 8298.44196414784 171243.021836629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DE-DE" 0 0 0 0 0 0 322435.242932786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DE-DK" 0 0 0 0 0 0 490424.874058382 2614.47945483959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DE-EE" 0 0 0 0 0 0 454147.305433829 0 97516.0994906036 0 0 0 0 0 0 0 0 0 0 0 0 133594.688019289 0 0 0 0 0 139421.435997797 0 0 0 0 0 0 0
"DE-EL" 234459.604181373 0 0 0 0 0 338352.28580319 0 0 219974.352574633 0 0 0 136896.730325506 0 0 0 0 0 0 0 0 105475.16248181 110101.058994387 0 0 0 0 0 0 0 70127.0061285452 0 0 0
"DE-ES" 0 0 0 0 0 0 219768.037365276 0 0 0 302001.297951044 0 922946.112319081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DE-FI" 0 0 0 0 0 0 482819.062501793 0 0 0 0 5419.46088700773 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 134207.166699354 0 0 0 0
"DE-FR" 0 0 0 0 0 0 234456.105311355 0 0 0 0 0 435399.580603441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DE-HR" 233568.387274093 0 0 0 0 0 335415.052669337 0 0 0 0 0 0 84075.6758258468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 101118.203844628 0 0 0
"DE-HU" 182818.046501473 0 0 0 0 199026.959801437 216301.711741342 0 0 0 0 0 0 0 33071.6878139441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2458.36338296958 0 0
"DE-IE" 0 5942.21244031929 0 0 0 0 276308.858267856 0 0 0 0 0 0 0 0 142861.139002945 0 0 0 0 0 0 0 0 0 71919.8437361558 0 0 0 0 0 0 0 0 387416.664582436
"DE-IS" 0 0 0 0 0 0 320840.617016977 0 0 0 0 0 0 0 0 0 160803.939628978 0 0 0 0 0 0 0 0 87542.886477951 0 0 0 0 0 0 0 0 2153.17979028935
"DE-IT" 81828.8111236788 0 0 0 0 0 334121.665060112 0 0 0 0 0 0 0 0 0 0 381830.229167774 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DE-LI" 10470.8846973081 0 0 19827.5395105814 0 0 327668.284714976 0 0 0 0 0 0 0 0 0 0 0 10467.7435115002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DE-LT" 0 0 0 0 0 0 394968.434248461 0 0 0 0 0 0 0 0 0 0 0 0 89791.1594012516 0 0 0 0 0 0 0 451328.53088792 0 0 0 0 0 0 0
"DE-LU" 0 0 0 0 0 0 254071.008853915 0 0 0 0 0 0 0 0 0 0 0 0 0 21325.4096392567 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DE-LV" 0 0 0 0 0 0 404179.170122999 0 0 0 0 0 0 0 0 0 0 0 0 167470.315982588 0 108084.012449989 0 0 0 0 0 344689.210415776 0 0 0 0 0 0 0
"DE-ME" 233053.151980418 0 0 0 0 0 338519.448274013 0 0 0 0 0 0 111177.693019547 0 0 0 0 0 0 0 0 68503.5343620529 0 0 0 0 0 0 0 0 89338.0324068384 0 0 0
"DE-MK" 251007.232838955 0 0 0 0 0 346036.801523015 0 0 0 0 0 0 182801.872484358 0 0 0 0 0 0 0 0 19212.9600638707 82671.2081434774 0 0 0 0 0 0 0 52752.3487619334 0 0 0
"DE-MT" 59594.3883060149 0 0 0 0 0 343941.812259585 0 0 0 0 0 0 0 0 0 0 634859.228276407 0 0 0 0 0 0 7883.03249607174 0 0 0 0 0 0 0 0 0 0
"DE-NL" 0 0 0 0 0 0 299886.826468572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52411.1114216702 0 0 0 0 0 0 0 0 0
"DE-NO" 0 0 0 0 0 0 494747.62098865 453820.447530114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3152.29897908205 0 0 0 0 0 0 0 0
"DE-PL" 0 0 0 0 0 0 376785.654836279 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 310783.668286837 0 0 0 0 0 0 0
"DE-PT" 0 0 0 0 0 0 247567.325254473 0 0 0 303545.057544223 0 1023534.12355425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 195391.59899533 0 0 0 0 0 0
"DE-RO" 0 0 0 0 0 351346.277648926 204631.576525777 0 0 0 0 0 0 0 213256.005057026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 269684.593347348 0 0 182838.835099461 0 0
"DE-SE" 0 0 0 0 0 0 431487.517305431 162914.605875562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 411499.123601876 0 0 0 0
"DE-SI" 193144.931109201 0 0 0 0 0 374054.277359802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41359.5987596787 0 0 0
"DE-SK" 0 0 0 0 0 439926.277881922 176303.967630295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 107655.815135183 0 0
"DE-TR" 164044.717127019 0 139939.908983673 0 0 199374.322808171 213665.966263641 0 0 0 0 0 0 0 266961.397905164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500022.434691576 0 0 108344.45630093 309403.927684254 0
"DE-UK" 0 0 0 0 0 0 271855.214459101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 164898.124249518 0 0 0 0 0 0 0 0 246502.55280348
"DK-AT" 105783.836282725 0 0 0 0 156873.235324594 512451.200879469 198058.184155891 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DK-BE" 0 83344.9378813314 0 0 0 0 2810.12196442288 176297.91376229 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242743.332529931 0 0 0 0 0 0 0 0 0
"DK-BG" 0 0 151485.668899326 0 0 112110.948560501 196438.996986283 24176.334854647 0 0 0 0 0 0 207681.871361408 0 0 0 0 0 0 0 0 0 0 0 0 383767.562188363 0 379249.685207233 0 0 171932.091527489 0 0
"DK-CH" 0 0 0 1730.55699101051 0 0 796431.699326498 22923.2515949895 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DK-CY" 0 0 249895.068417841 0 42169.4464469348 0 153710.209005142 24057.1231608774 0 0 0 0 0 0 141730.62618236 0 0 0 0 0 0 0 0 0 0 0 0 614869.391717331 0 510346.074030725 0 0 95666.0741805107 857078.741845654 0
"DK-CZ" 0 0 0 0 0 131491.607212832 417227.022510605 27953.439992733 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DK-DE" 0 0 0 0 0 0 17191.6842422716 141295.637517779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DK-DK" 0 0 0 0 0 0 0 142689.000202987 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DK-EE" 0 0 0 0 0 0 0 16617.2608975077 59890.1011190136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 257579.93477641 0 0 0 0
"DK-EL" 7161.74299175606 0 0 0 0 293606.851038949 402469.370187499 26652.2945333122 0 112786.392994166 0 0 0 4858.97127255244 240573.650806557 0 0 0 0 0 0 0 0 132743.756171979 0 0 0 4281.39934269299 0 0 0 0 94161.2308573554 0 0
"DK-ES" 0 150490.362655358 0 0 0 0 8631.37182413728 152690.675976911 0 0 283164.327302765 0 887470.724314169 0 0 0 0 0 0 0 0 0 0 0 0 255470.302631777 0 0 0 0 0 0 0 0 0
"DK-FI" 0 0 0 0 0 0 0 71910.8425627157 0 0 0 574.917907626562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 488517.85708442 0 0 0 0
"DK-FR" 0 121864.813425189 0 0 0 0 304087.918377466 144825.921306764 0 0 0 0 395253.881053135 0 0 0 0 0 0 0 0 0 0 0 0 202269.968189583 0 0 0 0 0 0 0 0 0
"DK-HR" 222149.534013547 0 0 0 0 246051.526262568 460851.707132568 184369.824098544 0 0 0 0 0 116047.984675369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49603.6294224428 0 0 0
"DK-HU" 0 0 0 0 0 229469.663585061 303908.812924577 24676.1746147751 0 0 0 0 0 0 70627.4117737256 0 0 0 0 0 0 0 0 0 0 0 0 176777.314395751 0 0 0 0 141632.940696462 0 0
"DK-IE" 0 0 0 0 0 0 0 100966.876880622 0 0 0 0 0 0 0 143895.262201289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 146855.997967301
"DK-IS" 0 0 0 0 0 0 0 100094.984699536 0 0 0 0 0 0 0 0 189548.222618628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7294.43420165913
